Flat profile:

Each sample counts as 0.01 seconds.
 no time accumulated

  %   cumulative   self              self     total           
 time   seconds   seconds    calls  Ts/call  Ts/call  name    
                0.00    0.00     160/160         int std::uniform_int_distribution<int>::operator()<std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul> >(std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul>&, std::uniform_int_distribution<int>::param_type const&) [20]
[13]     0.0    0.00    0.00     160         std::uniform_int_distribution<int>::param_type::a() const [13]
-----------------------------------------------
                0.00    0.00      44/115         std::vector<int, std::allocator<int> >::begin() const [31]
                0.00    0.00      71/115         std::vector<int, std::allocator<int> >::end() const [22]
[14]     0.0    0.00    0.00     115         __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >::__normal_iterator(int const* const&) [14]
-----------------------------------------------
                0.00    0.00       1/103         int* std::__copy_move_a<false, int const*, int*>(int const*, int const*, int*) [157]
                0.00    0.00     102/103         int* std::__relocate_a<int*, int*, std::allocator<int> >(int*, int*, int*, std::allocator<int>&) [41]
[15]     0.0    0.00    0.00     103         int* std::__niter_base<int*>(int*) [15]
-----------------------------------------------
                0.00    0.00      80/80          int std::uniform_int_distribution<int>::operator()<std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul> >(std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul>&, std::uniform_int_distribution<int>::param_type const&) [20]
[16]     0.0    0.00    0.00      80         std::uniform_int_distribution<int>::param_type::b() const [16]
-----------------------------------------------
                0.00    0.00      80/80          unsigned int std::uniform_int_distribution<int>::_S_nd<unsigned long, std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul>, unsigned int>(std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul>&, unsigned int) [18]
[17]     0.0    0.00    0.00      80         std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul>::operator()() [17]
                0.00    0.00       1/1           std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul>::_M_gen_rand() [138]
-----------------------------------------------
                0.00    0.00      80/80          int std::uniform_int_distribution<int>::operator()<std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul> >(std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul>&, std::uniform_int_distribution<int>::param_type const&) [20]
[18]     0.0    0.00    0.00      80         unsigned int std::uniform_int_distribution<int>::_S_nd<unsigned long, std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul>, unsigned int>(std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul>&, unsigned int) [18]
                0.00    0.00      80/80          std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul>::operator()() [17]
-----------------------------------------------
                0.00    0.00      80/80          generateRandomGraph(int, int, int) [105]
[19]     0.0    0.00    0.00      80         int std::uniform_int_distribution<int>::operator()<std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul> >(std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul>&) [19]
                0.00    0.00      80/80          int std::uniform_int_distribution<int>::operator()<std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul> >(std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul>&, std::uniform_int_distribution<int>::param_type const&) [20]
-----------------------------------------------
                0.00    0.00      80/80          int std::uniform_int_distribution<int>::operator()<std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul> >(std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul>&) [19]
[20]     0.0    0.00    0.00      80         int std::uniform_int_distribution<int>::operator()<std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul> >(std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul>&, std::uniform_int_distribution<int>::param_type const&) [20]
                0.00    0.00     160/160         std::uniform_int_distribution<int>::param_type::a() const [13]
                0.00    0.00      80/80          std::uniform_int_distribution<int>::param_type::b() const [16]
                0.00    0.00      80/80          unsigned int std::uniform_int_distribution<int>::_S_nd<unsigned long, std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul>, unsigned int>(std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul>&, unsigned int) [18]
-----------------------------------------------
                0.00    0.00       5/73          Graph::degree(int) const [83]
                0.00    0.00      68/73          std::vector<int, std::allocator<int> >::_M_check_len(unsigned long, char const*) const [68]
[21]     0.0    0.00    0.00      73         std::vector<int, std::allocator<int> >::size() const [21]
-----------------------------------------------
                0.00    0.00       5/71          Graph::isConnected() const [108]
                0.00    0.00      12/71          std::vector<int, std::allocator<int> >::empty() const [73]
                0.00    0.00      54/71          Graph::hasEdge(int, int) const [55]
[22]     0.0    0.00    0.00      71         std::vector<int, std::allocator<int> >::end() const [22]
                0.00    0.00      71/115         __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >::__normal_iterator(int const* const&) [14]
-----------------------------------------------
                0.00    0.00      20/69          Graph::isConnected() const [108]
                0.00    0.00      49/69          bool __gnu_cxx::__ops::_Iter_equals_val<int const>::operator()<__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > > >(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >) [28]
[23]     0.0    0.00    0.00      69         __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >::operator*() const [23]
-----------------------------------------------
                0.00    0.00      34/68          void std::vector<int, std::allocator<int> >::_M_realloc_insert<int const&>(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, int const&) [69]
                0.00    0.00      34/68          __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >::difference_type __gnu_cxx::operator-<int*, std::vector<int, std::allocator<int> > >(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > const&, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > const&) [67]
[24]     0.0    0.00    0.00      68         __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >::base() const [24]
-----------------------------------------------
                0.00    0.00      14/65          std::vector<int, std::allocator<int> >::push_back(int const&) [60]
                0.00    0.00      51/65          void std::vector<int, std::allocator<int> >::_M_realloc_insert<int const&>(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, int const&) [69]
[25]     0.0    0.00    0.00      65         int const& std::forward<int const&>(std::remove_reference<int const&>::type&) [25]
-----------------------------------------------
                0.00    0.00      20/52          Graph::isConnected() const [108]
                0.00    0.00      32/52          __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > > std::__find_if<__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__ops::_Iter_equals_val<int const> >(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__ops::_Iter_equals_val<int const>, std::random_access_iterator_tag) [58]
[26]     0.0    0.00    0.00      52         __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >::operator++() [26]
-----------------------------------------------
                0.00    0.00      25/52          Graph::isConnected() const [108]
                0.00    0.00      27/52          Graph::hasEdge(int, int) const [55]
[27]     0.0    0.00    0.00      52         bool __gnu_cxx::operator!=<int const*, std::vector<int, std::allocator<int> > >(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > > const&, __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > > const&) [27]
                0.00    0.00     104/216         __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >::base() const [12]
-----------------------------------------------
                0.00    0.00      49/49          __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > > std::__find_if<__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__ops::_Iter_equals_val<int const> >(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__ops::_Iter_equals_val<int const>, std::random_access_iterator_tag) [58]
[28]     0.0    0.00    0.00      49         bool __gnu_cxx::__ops::_Iter_equals_val<int const>::operator()<__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > > >(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >) [28]
                0.00    0.00      49/69          __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >::operator*() const [23]
-----------------------------------------------
                0.00    0.00       5/44          __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >::operator-(long) const [85]
                0.00    0.00      17/44          std::vector<int, std::allocator<int> >::begin() [70]
                0.00    0.00      22/44          std::vector<int, std::allocator<int> >::end() [62]
[29]     0.0    0.00    0.00      44         __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >::__normal_iterator(int* const&) [29]
-----------------------------------------------
                0.00    0.00      44/44          __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > > std::__find_if<__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__ops::_Iter_equals_val<int const> >(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__ops::_Iter_equals_val<int const>, std::random_access_iterator_tag) [58]
[30]     0.0    0.00    0.00      44         __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >::difference_type __gnu_cxx::operator-<int const*, std::vector<int, std::allocator<int> > >(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > > const&, __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > > const&) [30]
                0.00    0.00      88/216         __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >::base() const [12]
-----------------------------------------------
                0.00    0.00       5/44          Graph::isConnected() const [108]
                0.00    0.00      12/44          std::vector<int, std::allocator<int> >::empty() const [73]
                0.00    0.00      27/44          Graph::hasEdge(int, int) const [55]
[31]     0.0    0.00    0.00      44         std::vector<int, std::allocator<int> >::begin() const [31]
                0.00    0.00      44/115         __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >::__normal_iterator(int const* const&) [14]
-----------------------------------------------
                0.00    0.00       5/43          Graph::degree(int) const [83]
                0.00    0.00      11/43          Graph::isConnected() const [108]
                0.00    0.00      27/43          Graph::hasEdge(int, int) const [55]
[32]     0.0    0.00    0.00      43         std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::operator[](unsigned long) const [32]
-----------------------------------------------
                0.00    0.00       2/42          void std::vector<int, std::allocator<int> >::_M_range_initialize<int const*>(int const*, int const*, std::forward_iterator_tag) [154]
                0.00    0.00       6/42          std::vector<int, std::allocator<int> >::~vector() [81]
                0.00    0.00      34/42          void std::vector<int, std::allocator<int> >::_M_realloc_insert<int const&>(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, int const&) [69]
[33]     0.0    0.00    0.00      42         std::_Vector_base<int, std::allocator<int> >::_M_get_Tp_allocator() [33]
-----------------------------------------------
                0.00    0.00      41/41          generateRandomGraph(int, int, int) [105]
[34]     0.0    0.00    0.00      41         Graph::getEdgeCount() const [34]
-----------------------------------------------
                0.00    0.00       1/36          std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::_S_max_size(std::allocator<std::vector<int, std::allocator<int> > > const&) [144]
                0.00    0.00      35/36          std::vector<int, std::allocator<int> >::_S_max_size(std::allocator<int> const&) [37]
[35]     0.0    0.00    0.00      36         unsigned long const& std::min<unsigned long>(unsigned long const&, unsigned long const&) [35]
-----------------------------------------------
                0.00    0.00       4/35          std::_Bit_iterator::_Bit_iterator() [94]
                0.00    0.00      31/35          std::_Bit_iterator::_Bit_iterator(unsigned long*, unsigned int) [43]
[36]     0.0    0.00    0.00      35         std::_Bit_iterator_base::_Bit_iterator_base(unsigned long*, unsigned int) [36]
-----------------------------------------------
                0.00    0.00       1/35          std::vector<int, std::allocator<int> >::_S_check_init_len(unsigned long, std::allocator<int> const&) [153]
                0.00    0.00      34/35          std::vector<int, std::allocator<int> >::max_size() const [39]
[37]     0.0    0.00    0.00      35         std::vector<int, std::allocator<int> >::_S_max_size(std::allocator<int> const&) [37]
                0.00    0.00      35/36          unsigned long const& std::min<unsigned long>(unsigned long const&, unsigned long const&) [35]
-----------------------------------------------
                0.00    0.00      34/34          std::vector<int, std::allocator<int> >::max_size() const [39]
[38]     0.0    0.00    0.00      34         std::_Vector_base<int, std::allocator<int> >::_M_get_Tp_allocator() const [38]
-----------------------------------------------
                0.00    0.00      34/34          std::vector<int, std::allocator<int> >::_M_check_len(unsigned long, char const*) const [68]
[39]     0.0    0.00    0.00      34         std::vector<int, std::allocator<int> >::max_size() const [39]
                0.00    0.00      34/34          std::_Vector_base<int, std::allocator<int> >::_M_get_Tp_allocator() const [38]
                0.00    0.00      34/35          std::vector<int, std::allocator<int> >::_S_max_size(std::allocator<int> const&) [37]
-----------------------------------------------
                0.00    0.00      34/34          void std::vector<int, std::allocator<int> >::_M_realloc_insert<int const&>(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, int const&) [69]
[40]     0.0    0.00    0.00      34         std::vector<int, std::allocator<int> >::_S_relocate(int*, int*, int*, std::allocator<int>&) [40]
                0.00    0.00      34/34          int* std::__relocate_a<int*, int*, std::allocator<int> >(int*, int*, int*, std::allocator<int>&) [41]
-----------------------------------------------
                0.00    0.00      34/34          std::vector<int, std::allocator<int> >::_S_relocate(int*, int*, int*, std::allocator<int>&) [40]
[41]     0.0    0.00    0.00      34         int* std::__relocate_a<int*, int*, std::allocator<int> >(int*, int*, int*, std::allocator<int>&) [41]
                0.00    0.00     102/103         int* std::__niter_base<int*>(int*) [15]
                0.00    0.00      34/34          std::enable_if<std::__is_bitwise_relocatable<int, void>::value, int*>::type std::__relocate_a_1<int, int>(int*, int*, int*, std::allocator<int>&) [42]
-----------------------------------------------
                0.00    0.00      34/34          int* std::__relocate_a<int*, int*, std::allocator<int> >(int*, int*, int*, std::allocator<int>&) [41]
[42]     0.0    0.00    0.00      34         std::enable_if<std::__is_bitwise_relocatable<int, void>::value, int*>::type std::__relocate_a_1<int, int>(int*, int*, int*, std::allocator<int>&) [42]
-----------------------------------------------
                0.00    0.00       1/31          std::vector<bool, std::allocator<bool> >::_M_initialize(unsigned long) [149]
                0.00    0.00      30/31          std::vector<bool, std::allocator<bool> >::begin() [50]
[43]     0.0    0.00    0.00      31         std::_Bit_iterator::_Bit_iterator(unsigned long*, unsigned int) [43]
                0.00    0.00      31/35          std::_Bit_iterator_base::_Bit_iterator_base(unsigned long*, unsigned int) [36]
-----------------------------------------------
                0.00    0.00      31/31          std::operator+(std::_Bit_iterator const&, long) [46]
[44]     0.0    0.00    0.00      31         std::_Bit_iterator::operator+=(long) [44]
                0.00    0.00      31/31          std::_Bit_iterator_base::_M_incr(long) [45]
-----------------------------------------------
                0.00    0.00      31/31          std::_Bit_iterator::operator+=(long) [44]
[45]     0.0    0.00    0.00      31         std::_Bit_iterator_base::_M_incr(long) [45]
-----------------------------------------------
                0.00    0.00       1/31          std::vector<bool, std::allocator<bool> >::_M_initialize(unsigned long) [149]
                0.00    0.00      30/31          std::_Bit_iterator::operator[](long) const [48]
[46]     0.0    0.00    0.00      31         std::operator+(std::_Bit_iterator const&, long) [46]
                0.00    0.00      31/31          std::_Bit_iterator::operator+=(long) [44]
-----------------------------------------------
                0.00    0.00      30/30          std::_Bit_iterator::operator[](long) const [48]
[47]     0.0    0.00    0.00      30         std::_Bit_iterator::operator*() const [47]
                0.00    0.00      30/30          std::_Bit_reference::_Bit_reference(unsigned long*, unsigned long) [49]
-----------------------------------------------
                0.00    0.00      30/30          std::vector<bool, std::allocator<bool> >::operator[](unsigned long) [51]
[48]     0.0    0.00    0.00      30         std::_Bit_iterator::operator[](long) const [48]
                0.00    0.00      30/31          std::operator+(std::_Bit_iterator const&, long) [46]
                0.00    0.00      30/30          std::_Bit_iterator::operator*() const [47]
-----------------------------------------------
                0.00    0.00      30/30          std::_Bit_iterator::operator*() const [47]
[49]     0.0    0.00    0.00      30         std::_Bit_reference::_Bit_reference(unsigned long*, unsigned long) [49]
-----------------------------------------------
                0.00    0.00      30/30          std::vector<bool, std::allocator<bool> >::operator[](unsigned long) [51]
[50]     0.0    0.00    0.00      30         std::vector<bool, std::allocator<bool> >::begin() [50]
                0.00    0.00      30/31          std::_Bit_iterator::_Bit_iterator(unsigned long*, unsigned int) [43]
-----------------------------------------------
                0.00    0.00      30/30          Graph::isConnected() const [108]
[51]     0.0    0.00    0.00      30         std::vector<bool, std::allocator<bool> >::operator[](unsigned long) [51]
                0.00    0.00      30/30          std::vector<bool, std::allocator<bool> >::begin() [50]
                0.00    0.00      30/30          std::_Bit_iterator::operator[](long) const [48]
-----------------------------------------------
                0.00    0.00       5/29          void std::_Construct<std::vector<int, std::allocator<int> >>(std::vector<int, std::allocator<int> >*) [92]
                0.00    0.00       7/29          std::vector<int, std::allocator<int> >::push_back(int const&) [60]
                0.00    0.00      17/29          void std::vector<int, std::allocator<int> >::_M_realloc_insert<int const&>(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, int const&) [69]
[52]     0.0    0.00    0.00      29         operator new(unsigned long, void*) [52]
-----------------------------------------------
                0.00    0.00      27/27          __gnu_cxx::__ops::_Iter_equals_val<int const> __gnu_cxx::__ops::__iter_equals_val<int const>(int const&) [54]
[53]     0.0    0.00    0.00      27         __gnu_cxx::__ops::_Iter_equals_val<int const>::_Iter_equals_val(int const&) [53]
-----------------------------------------------
                0.00    0.00      27/27          __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > > std::find<__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int>(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int const&) [56]
[54]     0.0    0.00    0.00      27         __gnu_cxx::__ops::_Iter_equals_val<int const> __gnu_cxx::__ops::__iter_equals_val<int const>(int const&) [54]
                0.00    0.00      27/27          __gnu_cxx::__ops::_Iter_equals_val<int const>::_Iter_equals_val(int const&) [53]
-----------------------------------------------
                0.00    0.00      27/27          generateRandomGraph(int, int, int) [105]
[55]     0.0    0.00    0.00      27         Graph::hasEdge(int, int) const [55]
                0.00    0.00      54/71          std::vector<int, std::allocator<int> >::end() const [22]
                0.00    0.00      27/43          std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::operator[](unsigned long) const [32]
                0.00    0.00      27/44          std::vector<int, std::allocator<int> >::begin() const [31]
                0.00    0.00      27/27          __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > > std::find<__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int>(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int const&) [56]
                0.00    0.00      27/52          bool __gnu_cxx::operator!=<int const*, std::vector<int, std::allocator<int> > >(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > > const&, __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > > const&) [27]
-----------------------------------------------
                0.00    0.00      27/27          Graph::hasEdge(int, int) const [55]
[56]     0.0    0.00    0.00      27         __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > > std::find<__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int>(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int const&) [56]
                0.00    0.00      27/27          __gnu_cxx::__ops::_Iter_equals_val<int const> __gnu_cxx::__ops::__iter_equals_val<int const>(int const&) [54]
                0.00    0.00      27/27          __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > > std::__find_if<__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__ops::_Iter_equals_val<int const> >(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__ops::_Iter_equals_val<int const>) [57]
-----------------------------------------------
                0.00    0.00      27/27          __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > > std::find<__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int>(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int const&) [56]
[57]     0.0    0.00    0.00      27         __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > > std::__find_if<__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__ops::_Iter_equals_val<int const> >(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__ops::_Iter_equals_val<int const>) [57]
                0.00    0.00      27/27          __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > > std::__find_if<__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__ops::_Iter_equals_val<int const> >(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__ops::_Iter_equals_val<int const>, std::random_access_iterator_tag) [58]
-----------------------------------------------
                0.00    0.00      27/27          __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > > std::__find_if<__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__ops::_Iter_equals_val<int const> >(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__ops::_Iter_equals_val<int const>) [57]
[58]     0.0    0.00    0.00      27         __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > > std::__find_if<__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__ops::_Iter_equals_val<int const> >(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__ops::_Iter_equals_val<int const>, std::random_access_iterator_tag) [58]
                0.00    0.00      49/49          bool __gnu_cxx::__ops::_Iter_equals_val<int const>::operator()<__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > > >(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >) [28]
                0.00    0.00      44/44          __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >::difference_type __gnu_cxx::operator-<int const*, std::vector<int, std::allocator<int> > >(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > > const&, __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > > const&) [30]
                0.00    0.00      32/52          __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >::operator++() [26]
-----------------------------------------------
                0.00    0.00      25/25          Graph::isConnected() const [108]
[59]     0.0    0.00    0.00      25         std::_Bit_reference::operator bool() const [59]
-----------------------------------------------
                0.00    0.00       4/24          Graph::isConnected() const [108]
                0.00    0.00      20/24          Graph::addEdge(int, int) [74]
[60]     0.0    0.00    0.00      24         std::vector<int, std::allocator<int> >::push_back(int const&) [60]
                0.00    0.00      17/22          std::vector<int, std::allocator<int> >::end() [62]
                0.00    0.00      17/17          void std::vector<int, std::allocator<int> >::_M_realloc_insert<int const&>(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, int const&) [69]
                0.00    0.00      14/65          int const& std::forward<int const&>(std::remove_reference<int const&>::type&) [25]
                0.00    0.00       7/29          operator new(unsigned long, void*) [52]
-----------------------------------------------
                0.00    0.00       6/23          std::_Vector_base<int, std::allocator<int> >::~_Vector_base() [80]
                0.00    0.00      17/23          void std::vector<int, std::allocator<int> >::_M_realloc_insert<int const&>(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, int const&) [69]
